code_region,region,rang_vaccinal,date_debut_semaine,nb
76,OCC,1,2021-08-09,12133
76,OCC,2,2021-08-09,89076
93,PAC,1,2021-01-18,2065
93,PAC,2,2021-01-18,70
93,PAC,1,2021-01-25,3182
93,PAC,2,2021-01-25,120
93,PAC,1,2021-02-01,3019
93,PAC,2,2021-02-01,107
93,PAC,1,2021-02-08,2458
93,PAC,2,2021-02-08,744
93,PAC,1,2021-02-15,997
93,PAC,2,2021-02-15,2412
93,PAC,1,2021-02-22,1612
93,PAC,2,2021-02-22,3048
93,PAC,1,2021-03-01,5426
93,PAC,2,2021-03-01,2943
93,PAC,1,2021-03-08,7056
93,PAC,2,2021-03-08,2525
93,PAC,1,2021-03-15,48400
93,PAC,2,2021-03-15,8429
93,PAC,1,2021-03-22,76152
93,PAC,2,2021-03-22,17648
93,PAC,1,2021-03-29,86918
93,PAC,2,2021-03-29,36178
93,PAC,1,2021-04-05,95810
93,PAC,2,2021-04-05,52952
93,PAC,1,2021-04-12,103217
93,PAC,2,2021-04-12,62093
93,PAC,1,2021-04-19,101474
93,PAC,2,2021-04-19,75944
93,PAC,1,2021-04-26,101340
93,PAC,2,2021-04-26,82292
93,PAC,1,2021-05-03,102505
93,PAC,2,2021-05-03,99016
93,PAC,1,2021-05-10,164540
93,PAC,2,2021-05-10,76119
93,PAC,1,2021-05-17,155751
93,PAC,2,2021-05-17,50021
93,PAC,1,2021-05-24,114274
93,PAC,2,2021-05-24,66123
93,PAC,1,2021-05-31,114251
93,PAC,2,2021-05-31,89709
93,PAC,1,2021-06-07,88857
93,PAC,2,2021-06-07,95025
93,PAC,1,2021-06-14,70725
93,PAC,2,2021-06-14,105164
93,PAC,1,2021-06-21,47121
93,PAC,2,2021-06-21,141246
93,PAC,1,2021-06-28,46804
93,PAC,2,2021-06-28,141003
93,PAC,1,2021-07-05,54387
93,PAC,2,2021-07-05,110906
93,PAC,1,2021-07-12,65327
93,PAC,2,2021-07-12,108935
93,PAC,1,2021-07-19,71853
93,PAC,2,2021-07-19,93841
93,PAC,1,2021-07-26,58464
93,PAC,2,2021-07-26,71828
93,PAC,1,2021-08-02,40792
93,PAC,2,2021-08-02,57121
93,PAC,1,2021-08-09,23149
93,PAC,2,2021-08-09,51553
52,PDL,1,2021-02-15,27
52,PDL,1,2021-02-22,80
52,PDL,2,2021-02-22,1
52,PDL,1,2021-03-01,71
52,PDL,1,2021-03-08,57
52,PDL,2,2021-03-08,1
52,PDL,1,2021-03-15,20929
52,PDL,2,2021-03-15,4730
52,PDL,1,2021-03-22,37973
52,PDL,2,2021-03-22,8122
52,PDL,1,2021-03-29,43831
52,PDL,2,2021-03-29,13698
52,PDL,1,2021-04-05,50196
52,PDL,2,2021-04-05,19029
52,PDL,1,2021-04-12,66024
52,PDL,2,2021-04-12,32547
52,PDL,1,2021-04-19,72906
52,PDL,2,2021-04-19,38187
52,PDL,1,2021-04-26,95771
52,PDL,2,2021-04-26,42120
52,PDL,1,2021-05-03,94893
52,PDL,2,2021-05-03,57040
52,PDL,1,2021-05-10,116330
52,PDL,2,2021-05-10,56080
52,PDL,1,2021-05-17,127265
52,PDL,2,2021-05-17,45058
52,PDL,1,2021-05-24,124920
52,PDL,2,2021-05-24,39838
52,PDL,1,2021-05-31,129892
52,PDL,2,2021-05-31,58219
52,PDL,1,2021-06-07,120473
52,PDL,2,2021-06-07,80477
52,PDL,1,2021-06-14,105772
52,PDL,2,2021-06-14,95022
52,PDL,1,2021-06-21,81948
52,PDL,2,2021-06-21,122205
52,PDL,1,2021-06-28,64606
52,PDL,2,2021-06-28,134353
52,PDL,1,2021-07-05,58609
52,PDL,2,2021-07-05,139936
52,PDL,1,2021-07-12,63105
52,PDL,2,2021-07-12,143011
52,PDL,1,2021-07-19,55634
52,PDL,2,2021-07-19,148744
52,PDL,1,2021-07-26,72201
52,PDL,2,2021-07-26,108563
52,PDL,1,2021-08-02,27360
52,PDL,2,2021-08-02,76703
52,PDL,1,2021-08-09,11690
52,PDL,2,2021-08-09,53678
04,REU,2,2021-04-05,1
04,REU,1,2021-04-19,10
04,REU,2,2021-04-19,1
04,REU,1,2021-04-26,134
04,REU,2,2021-04-26,3
04,REU,1,2021-05-03,602
04,REU,2,2021-05-03,15
04,REU,1,2021-05-10,5164
04,REU,2,2021-05-10,108
04,REU,1,2021-05-17,8975
04,REU,2,2021-05-17,156
04,REU,1,2021-05-24,10465
04,REU,2,2021-05-24,218
04,REU,1,2021-05-31,9027
04,REU,2,2021-05-31,566
04,REU,1,2021-06-07,7878
04,REU,2,2021-06-07,4403
04,REU,1,2021-06-14,5881
04,REU,2,2021-06-14,7641
04,REU,1,2021-06-21,4993
04,REU,2,2021-06-21,8927
04,REU,1,2021-06-28,6769
04,REU,2,2021-06-28,7915
04,REU,1,2021-07-05,7465
04,REU,2,2021-07-05,7042
04,REU,1,2021-07-12,12764
04,REU,2,2021-07-12,6621
04,REU,1,2021-07-19,3982
04,REU,2,2021-07-19,6090
04,REU,1,2021-07-26,489
04,REU,2,2021-07-26,6568
04,REU,1,2021-08-02,196
04,REU,2,2021-08-02,7095
04,REU,1,2021-08-09,51
04,REU,2,2021-08-09,208
